Epoch,Best,Average,StdDev
86,2.575530101030946e-05,0.16228750305566145,0.2689744091357364
87,2.575530101030946e-05,0.16525818734365053,0.2293476373842901
88,2.575530101030946e-05,0.13424505987108068,0.1735999375803071
89,2.575530101030946e-05,0.1674158466148084,0.27321252516843747
90,2.575530101030946e-05,0.18983257514003096,0.346436517740565
91,2.575530101030946e-05,0.1802746670019999,0.26328371973963105
92,2.575530101030946e-05,0.23526104641066006,0.3330356600047335
93,2.575530101030946e-05,0.2548486174413081,0.35299774603759554
94,2.575530101030946e-05,0.2322287136042302,0.29967296216790196
95,2.575530101030946e-05,0.22895425020071009,0.2766137650919097
96,2.575530101030946e-05,0.26750052476818026,0.3827508331327918
97,2.575530101030946e-05,0.2596455279755532,0.36452518500821585
98,2.575530101030946e-05,0.20955671238670917,0.27328519382220307
99,2.575530101030946e-05,0.19363782791584933,0.2723081017725387
100,2.575530101030946e-05,0.20721302240398287,0.40409869921491404
