Epoch,BestFitness,AvgFitness,StdDev
36,0.00010680212049064376,0.24791558286728108,0.3880602592706928
37,0.00010680212049064376,0.25913113446071995,0.3724927878997228
38,0.00010680212049064376,0.2457404209934164,0.29765690557944385
39,0.00010680212049064376,0.25384060560995425,0.25620840079232565
40,0.00010680212049064376,0.19621226978486994,0.18021338510037654
41,0.00010680212049064376,0.22245507367371328,0.28168631334035543
42,0.00010680212049064376,0.2525483329184373,0.3984050558877246
43,0.00010680212049064376,0.23143653639412937,0.28503155200133606
44,0.00010680212049064376,0.23096344576756067,0.3835975411070999
45,0.00010680212049064376,0.21573705258651915,0.37431688487745624
46,0.00010680212049064376,0.18890442616391812,0.22279693764959324
47,0.00010680212049064376,0.23259779565294714,0.37051224993464754
48,0.00010680212049064376,0.22712149388500769,0.308234603983865
49,0.00010680212049064376,0.17909875029736833,0.20230960405128537
50,0.00010680212049064376,0.15724015766546798,0.14499226171799157
51,0.00010680212049064376,0.16792914534875056,0.23096655079713618
52,0.00010680212049064376,0.1813120021067151,0.2588187693232663
53,0.00010680212049064376,0.1895112158470711,0.2614469567791853
54,0.00010680212049064376,0.2675481269341253,0.46105493460797353
55,0.00010680212049064376,0.21921405287198406,0.34756534994562177
56,0.00010680212049064376,0.21784704746460204,0.3718270255830636
57,0.00010680212049064376,0.21841575993471982,0.33032744328490765
58,0.00010680212049064376,0.22053774718946526,0.30733617843246974
59,0.00010680212049064376,0.19195466850270348,0.22813244272572025
60,0.00010680212049064376,0.1969604705491336,0.2085118720806014
61,0.00010680212049064376,0.17012214529226635,0.19140922840567742
62,0.00010680212049064376,0.17309389246942675,0.20080211084879998
63,0.00010680212049064376,0.22725459952718777,0.39027507092274694
64,0.00010680212049064376,0.27249557595919405,0.5404782661686615
65,0.00010680212049064376,0.28013956069565393,0.4903952894308285
66,0.00010680212049064376,0.2657494263522126,0.6796584076111717
67,0.00010680212049064376,0.30466591168525736,0.8107119746681595
68,0.00010680212049064376,0.2824783941824828,0.4666896091458665
69,0.00010680212049064376,0.2321702845511633,0.2728086766096025
70,0.00010680212049064376,0.20517105583214196,0.25598092509142467
71,0.00010680212049064376,0.20244247384080144,0.28672118733689095
72,0.00010680212049064376,0.19895966257911302,0.2603369678041454
73,0.00010680212049064376,0.23961193697934408,0.43264349182942036
74,0.00010680212049064376,0.2623693143474253,0.4558829720815458
75,0.00010680212049064376,0.20726763260183098,0.28372397123127685
76,0.00010680212049064376,0.18420833146822446,0.43943848950060704
77,0.00010680212049064376,0.17802230974983527,0.31231844905219047
78,1.1646212973075917e-05,0.17045784894122004,0.2640581744768794
79,1.1646212973075917e-05,0.14595950989390347,0.23229472415800106
80,1.1646212973075917e-05,0.17247082962221733,0.22646637885099574
81,1.1646212973075917e-05,0.16825894450766993,0.2129207118538397
82,1.1646212973075917e-05,0.18537936917333603,0.2625472259412346
83,1.1646212973075917e-05,0.1732774926715907,0.20243361227658663
84,1.1646212973075917e-05,0.16358358045979002,0.2307296499780857
85,1.1646212973075917e-05,0.12570140626980003,0.14129621831071398
86,1.1646212973075917e-05,0.12563152764921345,0.1857639484880912
87,1.1646212973075917e-05,0.12710167089933588,0.19330893469584967
88,1.1646212973075917e-05,0.1776876513060656,0.3349737540363095
89,1.1646212973075917e-05,0.20613522487513422,0.3411575929681878
90,1.1646212973075917e-05,0.1829933429496209,0.34762382714009166
91,1.1646212973075917e-05,0.16945873526234145,0.32389666276248724
92,1.1646212973075917e-05,0.17988798311884044,0.3434056144719727
93,1.1646212973075917e-05,0.190796954576995,0.32875263200647065
94,1.1646212973075917e-05,0.2905918516247916,0.5192783903148933
95,1.1646212973075917e-05,0.25815987708971677,0.3494428156058779
96,1.1646212973075917e-05,0.2434367124315757,0.3475512200472533
97,1.1646212973075917e-05,0.21754830559281427,0.2951836430253485
98,1.1646212973075917e-05,0.22621505297721245,0.3267309249043393
99,1.1646212973075917e-05,0.20800313744243032,0.2902838090644842
100,1.1646212973075917e-05,0.23637844835504004,0.3769866672144881
